Full Text,Author,Creation Time,Hashtags,text,useful tweet
"New flare ups tonight in Sycamore Canyon about 5 miles up from PCH, due to the stubborn Woolsey Fire. As of tonight the fire had reached 96,314 acres and was 35 percent contained, up 5… https://www.instagram.com/p/BqJJtDSnZdB/?utm_source=ig_twitter_share&igshid=1csifvupvsmu …",KajonCermak,Wed Nov 14 01:52:50 +0000 2018,,"new flare ups tonight in sycamore canyon about 5 miles up from pch, due to the stubborn woolsey fire. as of tonight the fire had reached 96,314 acres and was 35 percent contained, up 5… …",False
"A statue of St. Francis that was burned by the Woolsey Fire stands in front of a former home at the Seminole Springs Mobile Home Park in Agoura Hills, CA. On assignment for LA Weekly.… https://www.instagram.com/p/BqJJhFtl7RW/?utm_source=ig_twitter_share&igshid=rivcbhms86hj …",TedSoquiPhoto,Wed Nov 14 01:51:13 +0000 2018,,"a statue of st. francis that was burned by the woolsey fire stands in front of a former home at the seminole springs mobile home park in agoura hills, ca. on assignment for la weekly.… …",False
"Although the sky is pretty clear towards us, this is a view from our drive to church. The Woolsey fire has made its way west towards Point Mugu and is within sight of CSUCI which was… https://www.instagram.com/p/BqJIchagdKZ/?utm_source=ig_twitter_share&igshid=1ok8ewl31q0bf …",MamaGDitto,Wed Nov 14 01:41:51 +0000 2018,,"although the sky is pretty clear towards us, this is a view from our drive to church. the woolsey fire has made its way west towards point mugu and is within sight of csuci which was… …",False
Was out photographing the devastation of the Woolsey Fire on Mulholland Highway in the Malibu Hills. On Assignment for LA Weekly. #woolseyfire #malibu #mulhollandhighway #wildfire @… https://www.instagram.com/p/BqJH0X1lIKX/?utm_source=ig_twitter_share&igshid=scn1kgrjbr5q …,TedSoquiPhoto,Wed Nov 14 01:36:25 +0000 2018,#woolseyfire #malibu #mulhollandhighway #wildfire,was out photographing the devastation of the woolsey fire on mulholland highway in the malibu hills. on assignment for la weekly. #woolseyfire #malibu #mulhollandhighway #wildfire @… …,False
Angelino CrossFit Athlete Adela spearheaded our effort to help the Woolsey Fire victims) including the 4-legged ones. Our Athletes responded with multiple-carloads of helpful donations!… https://www.instagram.com/p/BqJG9e1hHY5/?utm_source=ig_twitter_share&igshid=1atou4w34ap0r …,angelino_xfit,Wed Nov 14 01:28:53 +0000 2018,,angelino crossfit athlete adela spearheaded our effort to help the woolsey fire victims) including the 4-legged ones. our athletes responded with multiple-carloads of helpful donations!… …,False
"The Smokey Mountains are beautiful this time of year. #woosleyfire @NBVC - Point Mugu, Port Hueneme, San Nicolas Island https://www.instagram.com/p/BqIyGZthLQ-mvHQmkDuHlwpYLST5MrxkHhcZWA0/?utm_source=ig_twitter_share&igshid=1014df8qz0w20 …",Bias4Real,Tue Nov 13 22:26:38 +0000 2018,#woosleyfire,"the smokey mountains are beautiful this time of year. #woosleyfire @nbvc - point mugu, port hueneme, san nicolas island …",False
"Amazing DC10s that drip 11,500 gallons if retardant on the Woolsey fire this morning @Los Angeles, California https://www.instagram.com/p/BqIY221n5m3/?utm_source=ig_twitter_share&igshid=sdo7ulhxhnib …",robertcatrini,Tue Nov 13 18:47:46 +0000 2018,,"amazing dc10s that drip 11,500 gallons if retardant on the woolsey fire this morning @los angeles, california …",False
"Malibu Evacuee Update TONIGHT 11/13/18 7pm. 600 Olympic Drive, Santa Monica. #malibu #woosleyfire #fire #update @Santa Monica, California https://www.instagram.com/p/BqIUH2Wgtpz/?utm_source=ig_twitter_share&igshid=tgd59aer82s6 …",MalibuBeautiful,Tue Nov 13 18:05:29 +0000 2018,#malibu #woosleyfire #fire #update,"malibu evacuee update tonight 11/13/18 7pm. 600 olympic drive, santa monica. #malibu #woosleyfire #fire #update @santa monica, california …",False
More smoke coming up today by campus. Stay alert #hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad @CSU Channel Islands https://www.instagram.com/p/BqIT1pWHxsF/?utm_source=ig_twitter_share&igshid=6evm31ln7ool …,MykTronic,Tue Nov 13 18:02:11 +0000 2018,#hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad,more smoke coming up today by campus. stay alert #hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad @csu channel islands …,False
"Firefighters save hearts and homes. LAFD has gained control over the Woolsey fire which has burned for five days on both sides of the 101 freeway, torching hillsides and coastline across… https://www.instagram.com/p/BqIPsXQFuIy/?utm_source=ig_twitter_share&igshid=1b4v3jkuuhsl2 …",denaburtonhomes,Tue Nov 13 17:25:58 +0000 2018,,"firefighters save hearts and homes. lafd has gained control over the woolsey fire which has burned for five days on both sides of the 101 freeway, torching hillsides and coastline across… …",False
The skies in Los Angeles are a lot clear today than they have been in awhile making the smoke from the Woolsey Fire more visible. This was the view from my Jeep as I was sitting in traffic… https://www.instagram.com/p/BqIPl_aAg2v/?utm_source=ig_twitter_share&igshid=3fx0uyc4l70a …,TheCariLand,Tue Nov 13 17:25:03 +0000 2018,,the skies in los angeles are a lot clear today than they have been in awhile making the smoke from the woolsey fire more visible. this was the view from my jeep as i was sitting in traffic… …,False
"#WOOSLEYFIRE #NOFILTER #IPHONEONLY #LAISBURNING @Los Angeles, California https://www.instagram.com/p/BqIO4zelVlF/?utm_source=ig_twitter_share&igshid=1chilii0apjsp …",JumperHouseJ,Tue Nov 13 17:18:57 +0000 2018,#WOOSLEYFIRE #NOFILTER #IPHONEONLY #LAISBURNING,"#woosleyfire #nofilter #iphoneonly #laisburning @los angeles, california …",False
There's a 5-10 stretch of the hills between Calabasas and the Ventura County Line that's burned bare. I haven't been on the other side of Newbury Park where the Woolsey fire was. @… https://www.instagram.com/p/BqIF6rhgcNj/?utm_source=ig_twitter_share&igshid=hc17lpqvuhxr …,BRWTwit,Tue Nov 13 16:00:43 +0000 2018,,there's a 5-10 stretch of the hills between calabasas and the ventura county line that's burned bare. i haven't been on the other side of newbury park where the woolsey fire was. @… …,False
"On November 9th, dear friends, Brett and Olivia Smith and their adorable son, Greyson, of Malibu lost their home and all of their belongings in the Woolsey Fire. They were evacuated… https://www.instagram.com/p/BqIEskwlt6U/?utm_source=ig_twitter_share&igshid=1jbm2i7kldqkz …",HollyMillsG,Tue Nov 13 15:49:52 +0000 2018,,"on november 9th, dear friends, brett and olivia smith and their adorable son, greyson, of malibu lost their home and all of their belongings in the woolsey fire. they were evacuated… …",False
"This amazing time lapse was reposted from neohumanity! Here is the timelapse compilation from Woolsey Fire! About 8 hours of shooting and another 6 hours of editing! He took over 4,000… https://www.instagram.com/p/BqH57gAnhFT/?utm_source=ig_twitter_share&igshid=1g30qi4u2w9s …",Thunder_Kade,Tue Nov 13 14:18:19 +0000 2018,,"this amazing time lapse was reposted from neohumanity! here is the timelapse compilation from woolsey fire! about 8 hours of shooting and another 6 hours of editing! he took over 4,000… …",False
"This is a picture I took from Venice Beach on Friday night of the Woolsey Fire burning Thousand Oaks, Malibu and several other towns in the Santa Monica Mountains. Several have been… https://www.instagram.com/p/BqHE2rSAsVr/?utm_source=ig_twitter_share&igshid=1h4oy92uznyap …",hatchetbagz17,Tue Nov 13 06:32:03 +0000 2018,,"this is a picture i took from venice beach on friday night of the woolsey fire burning thousand oaks, malibu and several other towns in the santa monica mountains. several have been… …",False
Fall is fire season in California. Smoke from the Woolsey fire rises from behind the Santa Monica Mountains. A year ago the Skirball fire came awfully close to the Getty Center. @The J.… https://www.instagram.com/p/BqHCdsNgUUU/?utm_source=ig_twitter_share&igshid=1rdldyb9v0yfx …,AKaolinShin,Tue Nov 13 06:11:07 +0000 2018,,fall is fire season in california. smoke from the woolsey fire rises from behind the santa monica mountains. a year ago the skirball fire came awfully close to the getty center. @the j.… …,False
"THANK YOU to all the firefighters and first responders for your hard work. We appreciate you! losangelesfiredepartment #thankyou #californiawildfires #woosleyfire @Woodland Hills,… https://www.instagram.com/p/BqHAhPRlga4/?utm_source=ig_twitter_share&igshid=12ktcdbutshe6 …",SaraBostonPR,Tue Nov 13 05:54:08 +0000 2018,#thankyou #californiawildfires #woosleyfire,"thank you to all the firefighters and first responders for your hard work. we appreciate you! losangelesfiredepartment #thankyou #californiawildfires #woosleyfire @woodland hills,… …",False
#Malibu #woosleyfire malibu_chamberofcommerce @Paradise Cove Beach Cafe https://www.instagram.com/p/BqGxQ-lj6AY/?utm_source=ig_twitter_share&igshid=vdhrjc1asu9d …,hinnebusch,Tue Nov 13 03:40:49 +0000 2018,#Malibu #woosleyfire,#malibu #woosleyfire malibu_chamberofcommerce @paradise cove beach cafe …,False
"If you get a chance, thank a firefighter! That’s what I did after my run this morning. The flag is at half mast today as the Woolsey Fire continues devastating SoCal. Thoughts and prayers… https://www.instagram.com/p/BqGkhMTDlSm/?utm_source=ig_twitter_share&igshid=1sbx55hvyhc2q …",daizbiz,Tue Nov 13 01:50:40 +0000 2018,,"if you get a chance, thank a firefighter! that’s what i did after my run this morning. the flag is at half mast today as the woolsey fire continues devastating socal. thoughts and prayers… …",False
We are so grateful to our neighbors that stayed in a no fire zone at the beach with our dogs then to the officers that went to the house to get our dogs back safe and sound. #woosleyfire… https://www.instagram.com/p/BqGhAmMni6p/?utm_source=ig_twitter_share&igshid=1lgj9d5ba8o2e …,NicoleAdams,Tue Nov 13 01:18:47 +0000 2018,#woosleyfire,we are so grateful to our neighbors that stayed in a no fire zone at the beach with our dogs then to the officers that went to the house to get our dogs back safe and sound. #woosleyfire… …,False
"The sky and ocean reflect the fury of the Woolsey Fire early in the afternoon (at 1.40 p.m.) on Saturday November 10th, 2018. Smoke from the California fires has now reached the East… https://www.instagram.com/p/BqGNXhfH9pL/?utm_source=ig_twitter_share&igshid=135eyek5shk66 …",HomiHormasji,Mon Nov 12 22:27:08 +0000 2018,,"the sky and ocean reflect the fury of the woolsey fire early in the afternoon (at 1.40 p.m.) on saturday november 10th, 2018. smoke from the california fires has now reached the east… …",False
"THANK YOU to all the tireless uniformed personnel, #veterans & first responders on the #woosleyfire still working locally— yeah, we’re talking about you FIREFIGHTERS putting out hotspots… https://www.instagram.com/p/BqGMl40gHuJ/?utm_source=ig_twitter_share&igshid=g406ik4geblu …",ladyfaceale,Mon Nov 12 22:20:23 +0000 2018,#veterans #woosleyfire,"thank you to all the tireless uniformed personnel, #veterans & first responders on the #woosleyfire still working locally— yeah, we’re talking about you firefighters putting out hotspots… …",False
ANGELINO CROSSFIT - WOOLSEY FIRE DONATIONS. TODAY AND TOMORROW ONLY. PLEASE SEE UPDATE ABOVE... THANKS FOR ALL THE DONATIONS SO FAR! #angelinocrossfitfamily #donations #woolseyfire #help… https://www.instagram.com/p/BqGKbJGBvNu/?utm_source=ig_twitter_share&igshid=lwmf322i5iwh …,angelino_xfit,Mon Nov 12 22:02:20 +0000 2018,#angelinocrossfitfamily #donations #woolseyfire #help,angelino crossfit - woolsey fire donations. today and tomorrow only. please see update above... thanks for all the donations so far! #angelinocrossfitfamily #donations #woolseyfire #help… …,False
"Woolsey Fire from Santa Monica. Over 95,000 acres of burned through land. Wild. It’s always so unique to me when I am near some sort of natural disaster. When I lived in Miami it was… https://www.instagram.com/p/BqGFSqZBi91/?utm_source=ig_twitter_share&igshid=1sib2ss9rco8j …",MrHerget,Mon Nov 12 21:16:49 +0000 2018,,"woolsey fire from santa monica. over 95,000 acres of burned through land. wild. it’s always so unique to me when i am near some sort of natural disaster. when i lived in miami it was… …",False
"#breaking #breakingnews A new brush fire has sparked along 118 freeway in the Santa Susana pass outside of the Woolsey fire zone. @Santa Susana, California https://www.instagram.com/p/BqF73Hcgm42/?utm_source=ig_twitter_share&igshid=110vb1htm0c2c …",Elkhan_PITMAN,Mon Nov 12 19:54:39 +0000 2018,#breaking #breakingnews,"#breaking #breakingnews a new brush fire has sparked along 118 freeway in the santa susana pass outside of the woolsey fire zone. @santa susana, california …",False
Birds on a light post huddle together as the ominous smoke from the fire approaches. #seanandrewsphotography #woolseyfire #woolsey #fire #firestorm #ktla5news #ktla #clouds #cloud… https://www.instagram.com/p/BqFxNvWnAal/?utm_source=ig_twitter_share&igshid=1upf0zlze5udm …,seanandrews5,Mon Nov 12 18:21:12 +0000 2018,#seanandrewsphotography #woolseyfire #woolsey #fire #firestorm #ktla5news #ktla #clouds #cloud,birds on a light post huddle together as the ominous smoke from the fire approaches. #seanandrewsphotography #woolseyfire #woolsey #fire #firestorm #ktla5news #ktla #clouds #cloud… …,False
